OGF_ID,FIRE_DISTURBANCE_AREA_IDENT,FIRE_TYPE_CODE,FIRE_YEAR,FIRE_GENERAL_CAUSE_CODE,FIRE_RESPONSE_OBJ_CODE,FIRE_START_DATE,FIRE_OUT_DATE,FIRE_FINAL_SIZE,LOCATION_ACCURACY,BUSINESS_EFFECTIVE_DATE,GENERAL_COMMENTS,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
46001919,COC29,IFR,1999,LTG,MON,1999/08/30 00:00:00+00,1999/09/16 00:00:00+00,200,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,392,0,0
46000521,FOR30,IFR,1963,INC,NR,1963/10/26 00:00:00+00,1963/11/08 00:00:00+00,324,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:HAND,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,393,0,0
46001213,RED99,IFR,1988,LTG,NR,1988/06/08 00:00:00+00,1988/07/20 00:00:00+00,1340,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,395,0,0
46001877,SLK124,IFR,1998,LTG,MON,1998/07/09 00:00:00+00,1998/08/04 00:00:00+00,105,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,396,0,0
46001566,FOR61,IFR,1995,LTG,SUP,1995/06/20 00:00:00+00,1995/08/24 00:00:00+00,295,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,397,0,0
46001951,SAU4,IFR,1999,RES,SUP,1999/04/23 00:00:00+00,1999/04/30 00:00:00+00,115,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,398,0,0
46001057,SIO33,IFR,1983,LTG,NR,1983/06/17 00:00:00+00,1983/06/23 00:00:00+00,243,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,399,0,0
46001872,SLK110,IFR,1998,LTG,MON,1998/07/08 00:00:00+00,1998/08/04 00:00:00+00,1000,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,400,0,0
46001671,DRY26,IFR,1996,LTG,SUP,1996/06/12 00:00:00+00,1996/07/11 00:00:00+00,1476,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,401,0,0
46001538,SLK108,IFR,1994,LTG,MON,1994/06/26 00:00:00+00,1994/07/17 00:00:00+00,650,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,402,0,0
46000784,SIO49,IFR,1976,LTG,NR,1976/05/31 00:00:00+00,1976/06/10 00:00:00+00,405,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,403,0,0
46001550,COC13,IFR,1995,LTG,MON,1995/06/16 00:00:00+00,1995/07/11 00:00:00+00,275,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,404,0,0
46001865,SAU4,IFR,1998,RES,SUP,1998/04/10 00:00:00+00,1998/04/11 00:00:00+00,50,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,405,0,0
46000607,GOG16,IFR,1972,REC,NR,1972/05/28 00:00:00+00,1972/06/08 00:00:00+00,324,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:HAND,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,406,0,0
46001887,SLK63,IFR,1998,LTG,MON,1998/07/04 00:00:00+00,1998/07/07 00:00:00+00,125,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,407,0,0
46001747,SLK85,IFR,1996,LTG,MON,1996/06/12 00:00:00+00,1996/06/24 00:00:00+00,760,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,408,0,0
46001411,SIO22,IFR,1990,LTG,PRO,1990/06/28 00:00:00+00,1990/08/05 00:00:00+00,1230,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,409,0,0
46001103,GER14,IFR,1986,LTG,NR,1986/06/20 00:00:00+00,1986/08/18 00:00:00+00,715,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,410,0,0
46001178,RED19,IFR,1988,LTG,NR,1988/05/28 00:00:00+00,1988/07/20 00:00:00+00,4800,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,411,0,0
46001531,NIP61,IFR,1994,LTG,MON,1994/06/14 00:00:00+00,1994/07/11 00:00:00+00,2000,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,412,0,0
46001228,SIO71,IFR,1988,LTG,NR,1988/06/10 00:00:00+00,1988/06/19 00:00:00+00,680,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,413,0,0
46001645,SLK90,IFR,1995,LTG,MON,1995/06/20 00:00:00+00,1995/07/10 00:00:00+00,325,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,415,0,0
46000702,CHA6,IFR,1976,IDF,NR,1976/08/16 00:00:00+00,1976/09/28 00:00:00+00,255,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:FRI840,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,416,0,0
46001528,NIP44,IFR,1994,LTG,SUP,1994/06/11 00:00:00+00,1994/07/22 00:00:00+00,495,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,417,0,0
46000730,IGN75,IFR,1976,LTG,NR,1976/08/20 00:00:00+00,1976/09/23 00:00:00+00,702,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,418,0,0
46001776,THU80,IFR,1996,LTG,SUP,1996/06/12 00:00:00+00,1996/07/14 00:00:00+00,258,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,419,0,0
46000846,SIO24,IFR,1977,LTG,NR,1977/05/14 00:00:00+00,1977/06/04 00:00:00+00,1452,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS500,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,420,0,0
46000570,PIC3,IFR,1970,LTG,NR,1970/06/08 00:00:00+00,1970/06/16 00:00:00+00,1133,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:HAND,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,421,0,0
46001598,RED62,IFR,1995,LTG,SUP,1995/06/14 00:00:00+00,1995/06/20 00:00:00+00,5040,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,422,0,0
46001740,SLK69,IFR,1996,LTG,MON,1996/06/11 00:00:00+00,1996/07/08 00:00:00+00,3230,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,423,0,0
46001932,NIP30,IFR,1999,REC,SUP,1999/05/28 00:00:00+00,1999/07/13 00:00:00+00,4000,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,424,0,0
46001625,SLK52,IFR,1995,LTG,PRO,1995/06/15 00:00:00+00,1995/06/26 00:00:00+00,1850,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,425,0,0
46001692,NIP50,IFR,1996,LTG,MON,1996/06/12 00:00:00+00,1996/07/07 00:00:00+00,2700,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,426,0,0
46001318,RED72,IFR,1989,LTG,MON,1989/07/14 00:00:00+00,1989/09/27 00:00:00+00,682,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,427,0,0
46001931,NIP18,IFR,1999,LTG,MON,1999/05/05 00:00:00+00,1999/06/12 00:00:00+00,2000,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,428,0,0
46001731,SLK47,IFR,1996,LTG,PRO,1996/06/08 00:00:00+00,1996/07/09 00:00:00+00,1600,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,429,0,0
46000699,TER22,IFR,1975,RWY,NR,1975/08/08 00:00:00+00,1975/09/26 00:00:00+00,1700,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:LANDSA,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,430,0,0
46000938,THU46,IFR,1980,MIS,NR,1980/06/16 00:00:00+00,1980/09/07 00:00:00+00,126748,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,431,0,0
46001939,NIP62,IFR,1999,LTG,MON,1999/06/13 00:00:00+00,1999/07/05 00:00:00+00,900,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,432,0,0
46001876,SLK122,IFR,1998,LTG,MON,1998/07/08 00:00:00+00,1998/07/16 00:00:00+00,150,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,433,0,0
46001060,SIO47,IFR,1983,LTG,NR,1983/07/07 00:00:00+00,1983/08/02 00:00:00+00,405,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,434,0,0
46001409,RED46,IFR,1990,LTG,PRO,1990/08/14 00:00:00+00,1990/10/10 00:00:00+00,547,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,435,0,0
46000977,SIO15,IFR,1981,LTG,NR,1981/07/05 00:00:00+00,1981/07/16 00:00:00+00,3937,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,436,0,0
46001691,NIP49,IFR,1996,LTG,SUP,1996/06/12 00:00:00+00,1996/08/21 00:00:00+00,12525,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,437,0,0
46000840,RED7,IFR,1977,LTG,NR,1977/05/13 00:00:00+00,1977/05/29 00:00:00+00,3359,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,438,0,0
46001114,RED5,IFR,1986,LTG,NR,1986/05/20 00:00:00+00,1986/06/27 00:00:00+00,32100,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,439,0,0
46001960,SLK36,IFR,1999,LTG,SUP,1999/05/27 00:00:00+00,1999/07/09 00:00:00+00,227,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,440,0,0
46000832,RED5,IFR,1977,LTG,NR,1977/05/12 00:00:00+00,1977/05/21 00:00:00+00,263,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:PS120,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,441,0,0
46001220,SIO139,IFR,1988,LTG,NR,1988/08/07 00:00:00+00,1988/09/12 00:00:00+00,3073,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,442,0,0
46001556,COC37,IFR,1995,LTG,SUP,1995/08/06 00:00:00+00,1995/09/04 00:00:00+00,210,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,443,0,0
46001857,NOR3,IFR,1998,RWY,SUP,1998/04/13 00:00:00+00,1998/04/16 00:00:00+00,40,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,444,0,0
46000788,SIO59,IFR,1976,LTG,NR,1976/05/31 00:00:00+00,1976/06/17 00:00:00+00,202,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,445,0,0
46001875,SLK121,IFR,1998,LTG,MON,1998/07/08 00:00:00+00,1998/08/04 00:00:00+00,200,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,446,0,0
46001375,GER28,IFR,1990,LTG,PRO,1990/07/15 00:00:00+00,1990/08/15 00:00:00+00,6888,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,447,0,0
46000635,IGN4,IFR,1974,LTG,NR,1974/06/30 00:00:00+00,1974/07/11 00:00:00+00,809,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:LANDSA,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,448,0,0
46000781,SIO46,IFR,1976,LTG,NR,1976/06/05 00:00:00+00,1976/06/11 00:00:00+00,5594,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,449,0,0
46001391,GER75,IFR,1990,LTG,MON,1990/08/08 00:00:00+00,1990/09/26 00:00:00+00,2293,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,450,0,0
46001864,RED71,IFR,1998,LTG,MON,1998/08/10 00:00:00+00,1998/08/30 00:00:00+00,140,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,451,0,0
46000791,SIO62,IFR,1976,LTG,NR,1976/06/07 00:00:00+00,1976/06/29 00:00:00+00,486,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,452,0,0
46001950,RED62,IFR,1999,LTG,PRO,1999/08/25 00:00:00+00,1999/10/08 00:00:00+00,9190,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,453,0,0
46000616,GER3,IFR,1973,LTG,NR,1973/06/01 00:00:00+00,1973/06/07 00:00:00+00,607,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,454,0,0
46001288,NIP15,IFR,1989,LTG,SUP,1989/06/20 00:00:00+00,1989/07/13 00:00:00+00,343,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,455,0,0
46001104,GER29,IFR,1986,LTG,NR,1986/08/05 00:00:00+00,1986/10/06 00:00:00+00,685,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,456,0,0
46001269,GER72,IFR,1989,LTG,MON,1989/07/10 00:00:00+00,1989/09/02 00:00:00+00,3475,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,457,0,0
46000624,DRY19,IFR,1974,LTG,NR,1974/06/29 00:00:00+00,1974/08/21 00:00:00+00,405,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:LANDSA,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,459,0,0
46000576,WHR11,IFR,1970,LTG,NR,1970/06/06 00:00:00+00,1970/06/22 00:00:00+00,289,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:HAND,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,460,0,0
46001619,SLK39,IFR,1995,LTG,PRO,1995/06/13 00:00:00+00,1995/07/10 00:00:00+00,3940,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,461,0,0
46001237,TIM5,IFR,1988,RES,NR,1988/06/04 00:00:00+00,1988/07/10 00:00:00+00,270,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,462,0,0
46000603,GER34,IFR,1972,LTG,NR,1972/05/26 00:00:00+00,1972/06/10 00:00:00+00,2843,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:LANDSA,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,463,0,0
46000785,SIO50,IFR,1976,LTG,NR,1976/06/17 00:00:00+00,1976/06/17 00:00:00+00,1012,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,464,0,0
46001086,MOO2,IFR,1984,LTG,NR,1984/08/14 00:00:00+00,1984/09/11 00:00:00+00,202,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,465,0,0
46001150,RED8,IFR,1987,LTG,NR,1987/05/05 00:00:00+00,1987/05/29 00:00:00+00,1157,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,466,0,0
46001629,SLK58,IFR,1995,LTG,MON,1995/06/13 00:00:00+00,1995/07/10 00:00:00+00,16300,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,467,0,0
46000598,ATI5,IFR,1972,LTG,NR,1972/05/18 00:00:00+00,1972/06/03 00:00:00+00,356,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,468,0,0
46001428,GER45,IFR,1991,LTG,MON,1991/07/15 00:00:00+00,1991/09/17 00:00:00+00,1200,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,469,0,0
46000782,SIO47,IFR,1976,LTG,NR,1976/05/31 00:00:00+00,1976/06/17 00:00:00+00,405,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,470,0,0
46000653,RED56,IFR,1974,LTG,NR,1974/06/30 00:00:00+00,1974/07/29 00:00:00+00,21704,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,471,0,0
46000691,HEA23,IFR,1975,LTG,NR,1975/05/21 00:00:00+00,1975/05/27 00:00:00+00,283,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,472,0,0
46001016,MOO4,IFR,1983,LTG,NR,1983/06/16 00:00:00+00,1983/06/24 00:00:00+00,1214,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,473,0,0
46001519,COC20,IFR,1994,LTG,MON,1994/06/23 00:00:00+00,1994/08/10 00:00:00+00,3500,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,474,0,0
46001490,SIO23,IFR,1992,LTG,MON,1992/06/11 00:00:00+00,1992/07/13 00:00:00+00,10900,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,475,0,0
46001881,SLK137,IFR,1998,LTG,MON,1998/07/10 00:00:00+00,1998/08/28 00:00:00+00,60,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,476,0,0
46000853,SIO9,IFR,1977,LTG,NR,1977/05/14 00:00:00+00,1977/05/19 00:00:00+00,41005,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS500,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,477,0,0
46001627,SLK55,IFR,1995,LTG,PRO,1995/06/15 00:00:00+00,1995/07/04 00:00:00+00,33400,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,478,0,0
46000826,RED24,IFR,1977,LTG,NR,1977/05/21 00:00:00+00,1977/07/12 00:00:00+00,28166,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS500,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,479,0,0
46001502,RED29,IFR,1993,LTG,SUP,1993/06/11 00:00:00+00,1993/07/20 00:00:00+00,15144,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,480,0,0
46000605,GER36,IFR,1972,LTG,NR,1972/05/26 00:00:00+00,1972/06/10 00:00:00+00,1619,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:HAND,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,481,0,0
46000919,RED43,IFR,1980,LTG,NR,1980/06/22 00:00:00+00,1980/07/10 00:00:00+00,10927,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,482,0,0
46000902,GER8,IFR,1980,LTG,NR,1980/05/22 00:00:00+00,1980/06/20 00:00:00+00,405,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,483,0,0
46001385,GER45,IFR,1990,LTG,PRO,1990/07/17 00:00:00+00,1990/10/17 00:00:00+00,36712,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,484,0,0
46000871,SIO104,IFR,1979,LTG,NR,1979/07/09 00:00:00+00,1979/07/25 00:00:00+00,334,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS500,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,485,0,0
46001795,NIP29,IFR,1997,LTG,MON,1997/06/11 00:00:00+00,1997/07/11 00:00:00+00,200,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,486,0,0
46001076,FOR7,IFR,1984,INC,NR,1984/04/20 00:00:00+00,1984/04/24 00:00:00+00,259,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,487,0,0
46001647,THU136,IFR,1995,REC,SUP,1995/08/10 00:00:00+00,1995/09/21 00:00:00+00,4217,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,488,0,0
46001209,RED390,IFR,1988,LTG,NR,1988/08/15 00:00:00+00,1988/08/23 00:00:00+00,202,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,489,0,0
46001148,RED46,IFR,1987,LTG,NR,1987/06/25 00:00:00+00,1987/08/20 00:00:00+00,241,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,490,0,0
46001254,GER46,IFR,1989,LTG,MON,1989/06/18 00:00:00+00,1989/07/13 00:00:00+00,2000,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,491,0,0
46001282,MOO16,IFR,1989,LTG,MON,1989/07/20 00:00:00+00,1989/08/17 00:00:00+00,200,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,492,0,0
46000751,RED134,IFR,1976,LTG,NR,1976/07/18 00:00:00+00,1976/07/28 00:00:00+00,45163,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,495,0,0
46000808,APK23,IFR,1977,RWY,NR,1977/05/21 00:00:00+00,1977/06/01 00:00:00+00,488,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:FRI840,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,496,0,0
46001935,NIP43,IFR,1999,LTG,MON,1999/06/13 00:00:00+00,1999/07/05 00:00:00+00,1200,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,497,0,0
46000774,SIO170,IFR,1976,LTG,NR,1976/08/20 00:00:00+00,1976/09/13 00:00:00+00,495,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:FRI840,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,498,0,0
46001094,SIO45,IFR,1984,LTG,NR,1984/07/28 00:00:00+00,1984/09/28 00:00:00+00,1012,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,499,0,0
46000623,DRY18,IFR,1974,LTG,NR,1974/06/29 00:00:00+00,1974/08/21 00:00:00+00,32320,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:LANDSA,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,500,0,0
46001611,SLK14,IFR,1995,LTG,SUP,1995/05/30 00:00:00+00,1995/06/26 00:00:00+00,3600,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,501,0,0
46000854,TEM8,IFR,1977,LTG,NR,1977/05/17 00:00:00+00,1977/08/09 00:00:00+00,10927,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS500,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,502,0,0
46001096,THU29,IFR,1984,MIS,NR,1984/05/18 00:00:00+00,1984/05/31 00:00:00+00,202,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,503,0,0
46001738,SLK63,IFR,1996,LTG,PRO,1996/06/12 00:00:00+00,1996/06/15 00:00:00+00,2000,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,504,0,0
